,IDpol,Year,Damage,Fire,Other,Theft,TPL,Windscreen
48782,90150392.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48783,90150394.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48784,90150394.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48785,90150394.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48786,90150394.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48787,90150394.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48788,90150394.103a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48789,90150399.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48790,90150399.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48791,90150399.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48792,90150401.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48793,90150401.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48794,90150402.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48795,90150403.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48796,90150404.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48797,90150405.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48798,90150405.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48799,90150407.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48800,90150408.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48801,90150410.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48802,90150410.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48803,90150411.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48804,90150411.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48805,90150413.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48806,90150413.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48807,90150417.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48808,90150418.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48809,90150418.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48810,90150422.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48811,90150426.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48812,90150432.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48813,90150432.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48814,90150432.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48815,90150432.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48816,90150436.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48817,90150438.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48818,90150438.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48819,90150439.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48820,90150439.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48821,90150441.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48822,90150441.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48823,90150441.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48824,90150441.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48825,90150441.100e,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48826,90150442.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48827,90150445.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48828,90150445.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48829,90150445.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48830,90150449.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48831,90150449.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48832,90150449.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48833,90150449.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48834,90150449.100e,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48835,90150450.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48836,90150450.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48837,90150451.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48838,90150656.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48839,90150656.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48840,90150676.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48841,90150676.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48842,90150681.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48843,90150682.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48844,90150690.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48845,90150690.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48846,90150692.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48847,90150692.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48848,90150692.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48849,90150704.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48850,90150729.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48851,90150733.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48852,90150733.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48853,90150738.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48854,90150750.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48855,90150750.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48856,90150751.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48857,90150751.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48858,90150859.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48859,90150860.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48860,90150861.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48861,90150861.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48862,90150862.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48863,90150866.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48864,90150866.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48865,90150873.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48866,90150873.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48867,90150880.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48868,90150880.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48869,90150880.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48870,90150908.105a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48871,90150908.105b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48872,90150916.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48873,90150916.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48874,90150917.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48875,90150917.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48876,90150931.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48877,90150931.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48878,90150949.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48879,90150949.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48880,90150957.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48881,90150957.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48882,90150957.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48883,90150963.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48884,90150968.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48885,90150971.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48886,90150972.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48887,90150973.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48888,90150973.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48889,90150977.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48890,90150977.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48891,90150980.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48892,90150982.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48893,90150986.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48894,90150989.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48895,90150991.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48896,90150993.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48897,90150995.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48898,90150999.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48899,90151001.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48900,90151002.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48901,90151002.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48902,90151002.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48903,90151002.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48904,90151015.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48905,90151024.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48906,90151024.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48907,90151032.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48908,90151032.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48909,90151033.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48910,90151033.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48911,90151040.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48912,90151040.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48913,90151042.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48914,90151042.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48915,90151046.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48916,90151164.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48917,90151164.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48918,90151164.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48919,90151164.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48920,90151166.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48921,90151172.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48922,90151175.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48923,90151175.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48924,90151175.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48925,90151182.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48926,90151189.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48927,90151190.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48928,90151191.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48929,90151196.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48930,90151196.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48931,90151197.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48932,90151197.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48933,90151198.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48934,90151198.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48935,90151200.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48936,90151201.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48937,90151202.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48938,90151205.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48939,90151205.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48940,90151206.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48941,90151206.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48942,90151207.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48943,90151215.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48944,90151215.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48945,90151222.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48946,90151222.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48947,90151223.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48948,90151223.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48949,90151228.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48950,90151228.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48951,90151242.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48952,90151244.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48953,90151249.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48954,90151253.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48955,90151253.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48956,90151254.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48957,90151254.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48958,90151254.101c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48959,90151254.101d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48960,90151258.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48961,90151260.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48962,90151260.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48963,90151260.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48964,90151263.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48965,90151263.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48966,90151263.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48967,90151277.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48968,90151287.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48969,90151287.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48970,90151287.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48971,90151287.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48972,90151287.102b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48973,90151287.102c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48974,90151289.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48975,90151289.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48976,90151295.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48977,90151295.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48978,90151296.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48979,90151299.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48980,90151299.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48981,90151304.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48982,90151304.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48983,90151305.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48984,90151308.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48985,90151308.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48986,90151309.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48987,90151309.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48988,90151312.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48989,90151315.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48990,90151316.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48991,90151316.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48992,90151316.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48993,90151316.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48994,90151317.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48995,90151324.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48996,90151324.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48997,90151326.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48998,90151330.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
48999,90151330.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49000,90151330.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49001,90151330.100e,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49002,90151330.100f,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49003,90151330.100g,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49004,90151333.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49005,90151336.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49006,90151337.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49007,90151337.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49008,90151337.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49009,90151344.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49010,90151344.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49011,90151345.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49012,90151346.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49013,90151346.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49014,90151347.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49015,90151350.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49016,90151350.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49017,90151351.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49018,90151351.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49019,90151353.103a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49020,90151354.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49021,90151366.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49022,90151366.102b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49023,90151369.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49024,90151370.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49025,90151374.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49026,90151374.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49027,90151374.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49028,90151375.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49029,90151375.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49030,90151375.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49031,90151375.101c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49032,90151380.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49033,90151384.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49034,90151384.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49035,90151384.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49036,90151388.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49037,90151388.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49038,90151388.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49039,90151395.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49040,90151398.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49041,90151398.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49042,90151399.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49043,90151400.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49044,90151405.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49045,90151405.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49046,90151405.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49047,90151406.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49048,90151406.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49049,90151406.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49050,90151406.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49051,90151412.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49052,90151415.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49053,90151415.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49054,90151415.101c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49055,90151415.101d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49056,90151422.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49057,90151427.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49058,90151430.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49059,90151435.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49060,90151435.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49061,90151440.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49062,90151440.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49063,90151453.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49064,90151453.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49065,90151453.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49066,90151453.100d,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49067,90151453.100e,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49068,90151472.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49069,90151476.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49070,90151476.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49071,90151476.101c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49072,90151483.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49073,90151483.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49074,90151485.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49075,90151485.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49076,90151488.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49077,90151488.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49078,90151493.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49079,90151493.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49080,90151497.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49081,90151498.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49082,90151509.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49083,90151509.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49084,90151509.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49085,90151512.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49086,90151513.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49087,90151514.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49088,90151514.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49089,90151519.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49090,90151519.102b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49091,90151520.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49092,90151520.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49093,90151521.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49094,90151521.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49095,90151530.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49096,90151532.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49097,90151532.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49098,90151535.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49099,90151535.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49100,90151540.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49101,90151541.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49102,90151541.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49103,90151541.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49104,90151541.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49105,90151541.103a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49106,90151542.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49107,90151542.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49108,90151547.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49109,90151547.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49110,90151549.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49111,90151549.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49112,90151549.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49113,90151549.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49114,90151550.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49115,90151550.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49116,90151554.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49117,90151556.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49118,90151556.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49119,90151556.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49120,90151563.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49121,90151564.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49122,90151564.100c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49123,90151567.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49124,90151569.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49125,90151587.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49126,90151597.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49127,90151600.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49128,90151600.102a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49129,90151600.102b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49130,90151601.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49131,90151601.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49132,90151602.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49133,90151602.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49134,90151604.100b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49135,90151609.101b,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49136,90151609.101c,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49137,90151610.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49138,90151610.101a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
49139,90151627.100a,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
