,IDpol,OccurDate,Payment,IDclaim,Guarantee
6568,90151685.100b,2004-06-26,1171,1201570,Theft
6569,90152591.100b,2004-06-26,4794,1201437,Damage
6570,80200127.101a,2004-06-27,480,1201216,Damage
6571,90104327.101a,2004-06-27,284,1201152,Damage
6572,90108677.101a,2004-06-27,1858,1201306,TPL
6573,90132160.100a,2004-06-27,93,1201940,TPL
6574,90148361.101b,2004-06-27,220,1201552,Windscreen
6575,90151507.100a,2004-06-27,889,1201905,TPL
6576,90152050.100a,2004-06-27,85,1201400,TPL
6577,90152300.100c,2004-06-27,158,1201514,Windscreen
6578,90152956.101b,2004-06-27,90,1203234,Damage
6579,90153184.102a,2004-06-27,606,1201353,TPL
6580,90154839.100b,2004-06-27,268,1202224,Windscreen
6581,90157745.100b,2004-06-27,59,1201805,Windscreen
6582,90160069.100a,2004-06-27,0,1202437,TPL
6583,90166850.100a,2004-06-27,221,1201299,Windscreen
6584,90167873.100a,2004-06-27,1382,1201240,Damage
6585,90168336.100b,2004-06-27,1214,1201202,TPL
6586,90179152.100b,2004-06-27,228,1202631,Windscreen
6587,90190013.102a,2004-06-27,1900,1201296,TPL
6588,90190947.100a,2004-06-27,46,1201863,Windscreen
6589,90191851.100a,2004-06-27,69,1201191,TPL
6590,60200214.10b,2004-06-28,937,1201204,Theft
6591,90127255.101c,2004-06-28,440,1201460,Windscreen
6592,90133764.100b,2004-06-28,505,1201477,Windscreen
6593,90147668.100b,2004-06-28,205,1201422,Windscreen
6594,90167836.100a,2004-06-28,2022,1201467,TPL
6595,90167981.100a,2004-06-28,7681,1201203,Theft
6596,90172082.102a,2004-06-28,326,1201298,TPL
6597,90174083.100d,2004-06-28,238,1202136,Fire
6598,90191207.100a,2004-06-28,2671,1201121,Damage
6599,1009629.100b,2004-06-29,1880,1201053,TPL
6600,90103478.100a,2004-06-29,153,1201287,Windscreen
6601,90110685.106b,2004-06-29,111,1201731,Theft
6602,90131012.100a,2004-06-29,1176,1201346,Damage
6603,90133875.100b,2004-06-29,71,1201620,Windscreen
6604,90147973.100a,2004-06-29,1867,1201170,Theft
6605,90149189.100a,2004-06-29,325,1201464,Damage
6606,90153590.100a,2004-06-29,72,1201166,TPL
6607,90154181.100b,2004-06-29,7527,1201304,TPL
6608,90157303.100c,2004-06-29,164,1207006,TPL
6609,90157502.100b,2004-06-29,1008,1201679,TPL
6610,90172082.100a,2004-06-29,0,1201857,Theft
6611,90173863.101a,2004-06-29,2456,1201091,TPL
6612,90174119.100a,2004-06-29,372,1201314,TPL
6613,90183909.100a,2004-06-29,260,1201725,TPL
6614,1003124.101a,2004-06-30,915,1201270,TPL
6615,90133484.100b,2004-06-30,5132,1201220,Damage
6616,90146186.100a,2004-06-30,915,1201528,TPL
6617,90148612.100a,2004-06-30,250,1201207,TPL
6618,90153212.100a,2004-06-30,67,1201212,TPL
6619,90180851.100b,2004-06-30,2687,1201151,TPL
6620,90151178.100a,2004-07-01,1095,8044,Fire
6621,90163360.100b,2004-07-01,590,11520,Other
6622,90176241.100a,2004-07-01,837,1201499,Theft
6623,90155409.100b,2004-07-01,4495,204764,Theft
6624,90152818.100a,2004-07-01,915,9191,TPL
6625,90194200.101a,2004-07-01,2303,201573,TPL
6626,90182466.100a,2004-07-01,1731,1205312,TPL
6627,90192002.100a,2004-07-01,534,11799,TPL
6628,90186147.100a,2004-07-01,3310,9079,TPL
6629,10100142.101a,2004-07-01,1529,10239,TPL
6630,90166346.100a,2004-07-01,1028,1202519,TPL
6631,90156635.101a,2004-07-01,543,205613,Windscreen
6632,90193892.101a,2004-07-01,240,203710,Windscreen
6633,90131357.100a,2004-07-01,710,1204986,Windscreen
6634,90126771.101a,2004-07-02,77,201183,Damage
6635,90145920.101a,2004-07-02,1226,207273,Theft
6636,90172010.100a,2004-07-02,818,1207482,TPL
6637,70207717.100a,2004-07-02,527,7356,TPL
6638,90113941.101a,2004-07-02,5099,204532,TPL
6639,90167614.100a,2004-07-02,915,1201775,TPL
6640,90174200.100a,2004-07-02,58,204119,TPL
6641,90172399.100a,2004-07-02,915,1206948,TPL
6642,90151769.100a,2004-07-02,5728,8569,TPL
6643,90184786.100b,2004-07-02,293,200159,TPL
6644,90144928.100a,2004-07-02,56,209083,TPL
6645,90141091.102a,2004-07-02,283,208803,TPL
6646,90179785.100a,2004-07-02,80,209310,Windscreen
6647,90153314.100a,2004-07-02,119,13756,Windscreen
6648,90189836.100a,2004-07-02,213,205486,Windscreen
6649,90105002.101a,2004-07-02,191,13482,Windscreen
6650,90161623.101b,2004-07-02,106,208769,Windscreen
6651,90187083.100a,2004-07-02,443,1210236,Windscreen
6652,90160528.100a,2004-07-03,19,1204173,Theft
6653,90133402.100b,2004-07-03,410,1202399,TPL
6654,90151289.100b,2004-07-03,897,200168,TPL
6655,90127265.101a,2004-07-03,3258,1204922,TPL
6656,90187752.100b,2004-07-03,286,202120,Windscreen
6657,90123958.101a,2004-07-03,267,208180,Windscreen
6658,90181554.100a,2004-07-03,246,1207995,Windscreen
6659,80201133.101b,2004-07-04,701,1204475,Damage
6660,90109173.101a,2004-07-04,1060,1208085,TPL
6661,90133814.101a,2004-07-04,2041,205648,TPL
6662,90186157.101a,2004-07-04,230,1201454,TPL
6663,90108289.100a,2004-07-04,897,207871,TPL
6664,90107858.101a,2004-07-04,596,202457,TPL
6665,1003407.100c,2004-07-04,89,12441,Windscreen
6666,90112658.101a,2004-07-05,388,205998,Damage
6667,90180211.100a,2004-07-05,6328,1206461,Damage
6668,90160985.100c,2004-07-05,3108,206290,Damage
6669,90188804.100b,2004-07-05,1752,207780,Other
6670,90126774.100a,2004-07-05,1664,9234,Theft
6671,90154821.100a,2004-07-05,3572,1206766,Theft
6672,90141144.100a,2004-07-05,1954,201690,Theft
6673,90155606.100b,2004-07-05,132,7944,TPL
6674,90164896.100a,2004-07-05,1004,204436,TPL
6675,90179340.100a,2004-07-05,0,13639,TPL
6676,90122246.100a,2004-07-05,915,1208381,TPL
6677,90128174.101c,2004-07-05,616,203852,TPL
6678,90141271.101a,2004-07-05,1300,1208003,TPL
6679,90181299.100a,2004-07-05,785,208901,TPL
6680,90172287.100c,2004-07-05,545,1202691,TPL
6681,90160017.100a,2004-07-05,289,13273,Windscreen
6682,90126092.101a,2004-07-05,421,1204814,Windscreen
6683,90134797.100a,2004-07-05,210,202420,Windscreen
6684,90106317.101a,2004-07-06,4204,209481,Damage
6685,90187758.101a,2004-07-06,907,10059,Fire
6686,90154781.100b,2004-07-06,65,1201939,Fire
6687,90128814.100a,2004-07-06,1164,13087,Other
6688,90193123.100a,2004-07-06,631,1203217,Theft
6689,90167695.100a,2004-07-06,1832,203316,Theft
6690,90109559.101a,2004-07-06,1629,1201196,Theft
6691,90181427.100a,2004-07-06,153,200477,TPL
6692,90103939.104a,2004-07-06,0,1205871,TPL
6693,90155953.100a,2004-07-06,177,205664,TPL
6694,90128053.101a,2004-07-06,548,203705,Windscreen
6695,90147573.101a,2004-07-06,459,11834,Windscreen
6696,90148418.101a,2004-07-06,218,1201798,Windscreen
6697,90135196.100b,2004-07-06,360,200746,Windscreen
6698,90104720.100a,2004-07-06,63,1203469,Windscreen
6699,90169164.101a,2004-07-07,1095,200163,Damage
6700,90158465.101a,2004-07-07,1446,1205036,Damage
6701,90149593.100a,2004-07-07,88,207854,Damage
6702,90133343.100a,2004-07-07,552,201613,Damage
6703,90146231.101a,2004-07-07,555,203338,Damage
6704,90134764.100a,2004-07-07,1752,209395,Other
6705,90172110.102c,2004-07-07,21434,1209298,Theft
6706,90192905.103a,2004-07-07,289,1208803,TPL
6707,90130885.101a,2004-07-07,8154,204002,TPL
6708,90144873.102b,2004-07-07,400,201711,TPL
6709,90124757.101b,2004-07-07,834,1202973,TPL
6710,90132160.100a,2004-07-07,305,207338,TPL
6711,90115959.100a,2004-07-07,2172,1208263,TPL
6712,90134504.100a,2004-07-07,6449,9428,TPL
6713,90145823.100b,2004-07-07,2344,1205289,TPL
6714,90149023.100a,2004-07-07,569,204136,TPL
6715,90180931.100c,2004-07-07,545,9333,TPL
6716,70200936.10b,2004-07-07,0,8931,Windscreen
6717,90157004.100a,2004-07-07,459,11834,Windscreen
6718,90147640.100a,2004-07-07,479,206734,Windscreen
6719,90123575.101a,2004-07-07,56,1208218,Windscreen
6720,90149167.100b,2004-07-07,420,209600,Windscreen
6721,70200081.101b,2004-07-07,247,1208987,Windscreen
6722,90148188.100b,2004-07-07,692,1207369,Windscreen
6723,90178771.100a,2004-07-08,0,1206354,Damage
6724,90130903.100a,2004-07-08,19735,1206815,Damage
6725,90124555.100a,2004-07-08,14966,204563,Theft
6726,90144747.100a,2004-07-08,17511,201431,Theft
6727,90116365.101a,2004-07-08,57,1208659,TPL
6728,80100016.101b,2004-07-08,915,1206866,TPL
6729,90175960.100a,2004-07-08,897,204460,TPL
6730,90145103.100a,2004-07-08,420,200970,TPL
6731,90172118.101a,2004-07-08,247,200133,Windscreen
6732,90134455.100a,2004-07-08,552,207891,Windscreen
6733,90132662.100b,2004-07-08,270,11906,Windscreen
6734,90157370.100a,2004-07-09,9705,205954,Fire
6735,80100017.10c,2004-07-09,2102,209966,Other
6736,90151353.102a,2004-07-09,33,201211,Theft
6737,90190383.100a,2004-07-09,418,1201983,TPL
6738,90106316.101a,2004-07-09,897,204200,TPL
6739,90104457.101b,2004-07-09,2592,204800,TPL
6740,90155203.100b,2004-07-09,179,1202491,TPL
6741,80200014.100a,2004-07-09,105,202163,TPL
6742,90146312.101a,2004-07-09,20,12575,TPL
6743,90104372.101a,2004-07-09,43,1205005,TPL
6744,1001856.100b,2004-07-09,897,200612,TPL
6745,90186806.100a,2004-07-09,88,206405,Windscreen
6746,90135316.100b,2004-07-09,281,9545,Windscreen
6747,90106889.10b,2004-07-09,444,206713,Windscreen
6748,90178789.100a,2004-07-09,201,1207296,Windscreen
6749,90104700.100a,2004-07-09,347,1205003,Windscreen
6750,90144635.100a,2004-07-10,825,1201588,Damage
6751,90164579.101b,2004-07-10,0,8175,Fire
6752,90113056.101a,2004-07-10,516,7772,TPL
6753,90127502.101a,2004-07-10,561,12700,TPL
6754,90151870.100a,2004-07-10,1365,205394,TPL
6755,90127808.101b,2004-07-10,1121,11683,TPL
6756,90117848.101a,2004-07-10,701,201981,TPL
6757,90175869.100c,2004-07-10,2157,200965,TPL
6758,90176470.100a,2004-07-10,695,207150,TPL
6759,90148230.100a,2004-07-10,368,9104,Windscreen
6760,20100221.100a,2004-07-10,354,205455,Windscreen
6761,90182624.100b,2004-07-11,1051,208258,Damage
6762,90150406.100a,2004-07-11,1693,203991,Damage
6763,10200534.101a,2004-07-11,894,1209079,Damage
6764,90145683.100a,2004-07-11,937,203153,Theft
6765,90157370.100a,2004-07-11,869,1203805,Theft
6766,90160264.101b,2004-07-11,897,9195,TPL
6767,1011151.100a,2004-07-11,5702,204533,TPL
6768,90120346.101a,2004-07-11,388,201998,TPL
6769,90168363.100a,2004-07-11,1000,12645,TPL
6770,90182558.100a,2004-07-11,897,204344,TPL
6771,90156496.100a,2004-07-11,62,13442,TPL
6772,90124460.101a,2004-07-12,1246,200613,Damage
6773,90144924.100a,2004-07-12,2444,1207211,Damage
6774,90109526.101a,2004-07-12,25,1207635,Other
6775,90105300.101a,2004-07-12,5978,204941,TPL
6776,90110136.102a,2004-07-12,897,13028,TPL
6777,90191118.100a,2004-07-12,301,205692,TPL
6778,90180501.101a,2004-07-12,513,9484,TPL
6779,90135273.101a,2004-07-12,240,1204981,TPL
6780,90172880.100a,2004-07-12,312,1202112,Windscreen
6781,90187216.100a,2004-07-12,360,200946,Windscreen
6782,90104129.103a,2004-07-12,223,12920,Windscreen
6783,90134941.100a,2004-07-12,542,1207728,Windscreen
6784,90157473.100a,2004-07-12,205,207574,Windscreen
6785,90150396.100a,2004-07-12,283,1204378,Windscreen
6786,90139041.100a,2004-07-12,107,1202054,Windscreen
6787,90132372.100b,2004-07-12,170,207328,Windscreen
6788,90127097.101b,2004-07-13,3286,10834,Fire
6789,90180522.101a,2004-07-13,536,1204993,Other
6790,90194788.100a,2004-07-13,134,1204488,TPL
6791,90133037.100b,2004-07-13,897,202219,TPL
6792,90160358.100a,2004-07-13,915,1203589,TPL
6793,90104660.101a,2004-07-13,364,209778,TPL
6794,90133447.100a,2004-07-13,897,202882,TPL
6795,90149521.100a,2004-07-13,897,206767,TPL
6796,90132224.100a,2004-07-13,1660,204252,TPL
6797,90127278.101a,2004-07-13,897,201101,TPL
6798,90171139.100a,2004-07-13,2452,10177,TPL
6799,90146698.100a,2004-07-13,615,1202898,TPL
6800,90134437.100a,2004-07-13,159,1209542,Windscreen
6801,90145363.101b,2004-07-13,100,1207269,Windscreen
6802,90173008.100a,2004-07-13,486,208629,Windscreen
6803,90132668.100b,2004-07-13,228,1207066,Windscreen
6804,70200508.10a,2004-07-13,211,203218,Windscreen
6805,90108858.102b,2004-07-13,248,1207194,Windscreen
6806,1003134.100a,2004-07-13,229,8386,Windscreen
6807,90168874.103a,2004-07-13,411,205855,Windscreen
6808,90141575.100a,2004-07-13,517,202674,Windscreen
6809,90145178.100a,2004-07-14,73,205392,Other
6810,90155673.100a,2004-07-14,1670,7276,Theft
6811,90135400.100a,2004-07-14,603,9151,TPL
6812,90185133.100a,2004-07-14,915,1208405,TPL
6813,90165416.100b,2004-07-14,836,1204918,TPL
6814,90127171.100a,2004-07-14,109,8439,Windscreen
6815,90133590.100a,2004-07-14,274,208227,Windscreen
6816,90132369.101a,2004-07-14,112,202676,Windscreen
6817,90158257.100b,2004-07-14,401,12293,Windscreen
6818,90184879.101a,2004-07-14,533,8586,Windscreen
6819,90118748.101c,2004-07-14,45,1201834,Windscreen
6820,90167694.100a,2004-07-15,695,13274,Damage
6821,90156071.100a,2004-07-15,876,206298,Damage
6822,90107871.101a,2004-07-15,10614,202735,Damage
6823,90156333.100b,2004-07-15,3020,201502,Damage
6824,90154045.100b,2004-07-15,5261,10060,Fire
6825,90131631.101a,2004-07-15,0,202830,Other
6826,90184005.100a,2004-07-15,2494,1202927,Theft
6827,90146998.100a,2004-07-15,970,9033,Theft
6828,90154504.100a,2004-07-15,1121,13443,TPL
6829,90159664.100a,2004-07-15,487,205597,TPL
6830,90133967.100a,2004-07-15,5870,204254,TPL
6831,90176104.101a,2004-07-15,516,7772,TPL
6832,90104640.101a,2004-07-15,1947,200881,TPL
6833,40201474.10a,2004-07-15,364,202946,TPL
6834,90109660.101b,2004-07-15,897,209412,TPL
6835,90170699.100b,2004-07-15,143,1204182,TPL
6836,90133141.100a,2004-07-15,432,1208488,Windscreen
6837,90126563.102a,2004-07-15,270,1204762,Windscreen
6838,20200415.10b,2004-07-15,228,210174,Windscreen
6839,90147490.100a,2004-07-15,132,8118,Windscreen
6840,90161415.100a,2004-07-15,91,1208843,Windscreen
6841,90113074.101b,2004-07-15,114,1206787,Windscreen
6842,90150358.100a,2004-07-16,653,206816,Damage
6843,90144496.100b,2004-07-16,81,206824,Fire
6844,90120749.100c,2004-07-16,1339,1208086,Other
6845,90110458.101b,2004-07-16,876,207496,Other
6846,90147622.100a,2004-07-16,6865,203148,Theft
6847,90181147.100a,2004-07-16,1121,9212,TPL
6848,90150391.101a,2004-07-16,301,1204161,TPL
6849,90153706.101a,2004-07-16,331,12727,TPL
6850,90146961.100a,2004-07-16,897,209368,TPL
6851,90130927.100a,2004-07-16,726,7363,TPL
6852,90151867.100a,2004-07-16,1121,13156,TPL
6853,90185217.101b,2004-07-16,897,8074,TPL
6854,90174098.100b,2004-07-16,43,210241,TPL
6855,90145546.100b,2004-07-16,1163,1205812,TPL
6856,90104445.101b,2004-07-16,3137,12990,TPL
6857,90173902.100a,2004-07-16,4903,207221,TPL
6858,90125271.101a,2004-07-16,1121,12398,TPL
6859,90105812.101a,2004-07-16,352,1205156,TPL
6860,90137581.100b,2004-07-16,473,9687,TPL
6861,90182234.100a,2004-07-16,2998,202493,TPL
6862,90156623.100a,2004-07-16,605,1202561,Windscreen
6863,90168096.100a,2004-07-16,404,209630,Windscreen
6864,90103816.10a,2004-07-16,272,1208180,Windscreen
6865,90156636.101b,2004-07-16,73,8814,Windscreen
6866,90189077.100a,2004-07-16,180,209176,Windscreen
6867,90187423.100a,2004-07-16,174,1203859,Windscreen
6868,90150855.100a,2004-07-16,146,12065,Windscreen
6869,90176345.100a,2004-07-17,486,201051,Damage
6870,90139034.100a,2004-07-17,1778,206414,Damage
6871,90146085.100a,2004-07-17,969,204940,Fire
6872,90112580.103a,2004-07-17,1664,11617,Theft
6873,1002347.102a,2004-07-17,2330,207963,Theft
6874,90180196.100a,2004-07-17,4203,11176,TPL
6875,90159592.100a,2004-07-17,113,1205671,TPL
6876,90154024.101a,2004-07-17,31634,1202123,TPL
6877,90151530.100a,2004-07-17,1794,209103,TPL
6878,90154998.100a,2004-07-17,504,10911,TPL
6879,90167963.100a,2004-07-17,195,206848,TPL
6880,90191400.100b,2004-07-17,573,12966,TPL
6881,90146708.102b,2004-07-17,464,1202838,Windscreen
6882,1005782.100a,2004-07-17,255,8336,Windscreen
6883,90158244.101a,2004-07-17,68,8736,Windscreen
6884,90190436.100a,2004-07-17,525,206447,Windscreen
6885,90182255.100c,2004-07-17,656,204758,Windscreen
6886,90157574.100a,2004-07-18,322,1203719,Damage
6887,90146191.100a,2004-07-18,3898,203461,Damage
6888,90156043.100a,2004-07-18,1473,200329,Damage
6889,90146051.100a,2004-07-18,76,7440,Other
6890,90188080.100c,2004-07-18,1752,207780,Other
6891,90106039.101a,2004-07-18,1339,1209473,Theft
6892,90147732.101a,2004-07-18,5630,203942,Theft
6893,90133849.100a,2004-07-18,281,200313,TPL
6894,90132458.100c,2004-07-18,1752,205205,TPL
6895,90148636.100a,2004-07-18,897,208090,TPL
6896,90131741.100b,2004-07-18,185,1202170,TPL
6897,90167981.102a,2004-07-18,459,1208113,TPL
6898,90152357.100a,2004-07-18,985,11867,TPL
6899,90109457.101a,2004-07-19,876,208793,Fire
6900,1009646.100c,2004-07-19,54,1206419,Other
6901,90141081.100a,2004-07-19,921,201034,Theft
6902,90111686.101a,2004-07-19,2258,1205011,TPL
6903,90128403.104a,2004-07-19,313,202975,TPL
6904,90133866.100a,2004-07-19,897,202013,TPL
6905,90164594.100a,2004-07-19,3130,8682,TPL
6906,90139542.101a,2004-07-19,289,201038,Windscreen
6907,70201218.100a,2004-07-19,488,206254,Windscreen
6908,90167915.100a,2004-07-19,358,1208850,Windscreen
6909,90169880.100a,2004-07-19,350,208628,Windscreen
6910,90129256.101b,2004-07-19,315,9773,Windscreen
6911,90149496.100a,2004-07-19,112,203322,Windscreen
6912,90156444.101a,2004-07-19,206,202733,Windscreen
6913,90166120.100a,2004-07-19,246,1205021,Windscreen
6914,90127305.101a,2004-07-19,82,1203356,Windscreen
6915,90184767.100a,2004-07-19,334,12427,Windscreen
6916,90109527.101a,2004-07-20,534,204242,Damage
6917,90145994.100a,2004-07-20,650,203196,Damage
6918,90179561.101a,2004-07-20,508,1201572,Damage
6919,90141068.100a,2004-07-20,63,10263,Damage
6920,90122548.101b,2004-07-20,8968,1201546,Damage
6921,90167845.100a,2004-07-20,2289,204594,Theft
6922,90179906.100a,2004-07-20,897,204654,TPL
6923,80100001.10c,2004-07-20,121,206963,TPL
6924,90117568.100a,2004-07-20,472,204946,TPL
6925,90194752.103a,2004-07-20,7226,204578,TPL
6926,90103476.100a,2004-07-20,3474,209003,TPL
6927,90108665.100a,2004-07-20,2298,207332,TPL
6928,90156276.100a,2004-07-20,4292,207247,TPL
6929,90139349.100a,2004-07-20,177,208081,Windscreen
6930,90106374.100a,2004-07-20,375,1209291,Windscreen
6931,246.102a,2004-07-20,83,1208496,Windscreen
6932,90141516.100a,2004-07-20,91,1208517,Windscreen
6933,90106120.101a,2004-07-20,348,203379,Windscreen
6934,90145389.100a,2004-07-21,1174,10880,Damage
6935,90107844.10a,2004-07-21,0,208136,Damage
6936,90133601.100a,2004-07-21,567,1207001,Damage
6937,90124462.102b,2004-07-21,1511,1201827,Fire
6938,90145977.100a,2004-07-21,2194,208128,Other
6939,90111511.101a,2004-07-21,706,1204124,Theft
6940,90134221.100a,2004-07-21,5670,12235,Theft
6941,60200131.10a,2004-07-21,101,12832,Theft
6942,90119453.101a,2004-07-21,1121,13622,TPL
6943,90108672.101a,2004-07-21,104,203646,TPL
6944,90164838.101a,2004-07-21,897,207510,TPL
6945,90108261.101c,2004-07-21,897,12899,TPL
6946,90106299.10b,2004-07-21,1429,1208522,TPL
6947,90182319.100a,2004-07-21,225,8087,TPL
6948,90168823.100a,2004-07-21,1121,13774,TPL
6949,90140557.100b,2004-07-21,897,207324,TPL
6950,90133759.100b,2004-07-21,450,208113,TPL
6951,90145677.100d,2004-07-21,305,1201575,Windscreen
6952,90146335.100a,2004-07-21,75,1204701,Windscreen
6953,90126037.102a,2004-07-21,177,11898,Windscreen
6954,90131341.100a,2004-07-21,0,8931,Windscreen
6955,90146674.100a,2004-07-21,95,204829,Windscreen
6956,90167832.101b,2004-07-22,4673,12087,Theft
6957,90181916.100a,2004-07-22,1486,1205001,TPL
6958,90158898.100a,2004-07-22,613,208853,Windscreen
6959,90163202.100a,2004-07-22,199,1208443,Windscreen
6960,90121358.101a,2004-07-22,366,12161,Windscreen
6961,90104241.101a,2004-07-22,96,206973,Windscreen
6962,90169083.100b,2004-07-22,816,1205494,Windscreen
6963,90148245.100a,2004-07-22,198,1209662,Windscreen
6964,90155962.100a,2004-07-22,226,204357,Windscreen
6965,90156282.100a,2004-07-22,314,1209290,Windscreen
6966,90104643.102a,2004-07-23,1226,207038,Damage
6967,90119246.101a,2004-07-23,1706,209453,Other
6968,90153990.100a,2004-07-23,230,1201454,TPL
6969,90179152.100b,2004-07-23,0,205074,TPL
6970,90108747.100b,2004-07-23,283,207339,Windscreen
6971,90145427.100a,2004-07-23,409,1204170,Windscreen
6972,90154875.100a,2004-07-23,231,208487,Windscreen
6973,90108492.100a,2004-07-23,511,8334,Windscreen
6974,90131357.100a,2004-07-23,201,1202797,Windscreen
6975,90150385.100b,2004-07-23,90,208899,Windscreen
6976,90163387.101a,2004-07-24,1626,1204310,Damage
6977,90133470.100a,2004-07-24,916,208324,Theft
6978,90170335.100b,2004-07-24,3715,9897,Theft
6979,90160482.100a,2004-07-24,2643,1205174,Theft
6980,90104309.100a,2004-07-24,0,1209826,TPL
6981,90144675.100b,2004-07-24,1830,1208112,TPL
6982,90188304.100a,2004-07-24,196,202842,TPL
6983,90156142.100a,2004-07-24,0,206592,TPL
6984,90185133.100b,2004-07-24,760,200070,TPL
6985,90127762.100a,2004-07-24,1830,1204803,TPL
6986,90156466.101a,2004-07-24,7226,204578,TPL
6987,90132077.101a,2004-07-24,76,205349,Windscreen
6988,80200265.10a,2004-07-24,281,1202893,Windscreen
6989,90180738.100a,2004-07-24,267,207423,Windscreen
6990,90178260.100a,2004-07-25,75,7607,Damage
6991,90167564.100a,2004-07-25,0,206213,Other
6992,90149677.100a,2004-07-25,1004,207261,Theft
6993,90108304.101b,2004-07-25,256,206991,TPL
6994,90126741.100b,2004-07-25,897,11743,TPL
6995,90125274.101a,2004-07-25,221,1206694,Windscreen
6996,90154978.100a,2004-07-26,2385,203758,Damage
6997,90155999.101a,2004-07-26,1481,201827,Fire
6998,90181427.100a,2004-07-26,550,7736,Theft
6999,90132028.100a,2004-07-26,4017,205483,Theft
7000,1005092.100b,2004-07-26,0,7676,TPL
7001,90132267.100a,2004-07-26,5201,1206741,TPL
7002,90177822.100b,2004-07-26,2802,209485,TPL
7003,90148138.101a,2004-07-26,283,202031,TPL
7004,10200118.101a,2004-07-26,608,1202457,TPL
7005,70200081.101a,2004-07-26,897,206084,TPL
7006,90149773.100b,2004-07-26,216,12828,Windscreen
7007,90191911.100b,2004-07-26,443,202009,Windscreen
7008,90152384.100a,2004-07-26,428,11568,Windscreen
7009,90166111.101a,2004-07-26,177,202800,Windscreen
7010,90133006.100a,2004-07-27,369,1205395,Damage
7011,90110859.101a,2004-07-27,1511,1201827,Fire
7012,1007391.100c,2004-07-27,8756,204653,Other
7013,90156636.102a,2004-07-27,1385,11402,Other
7014,90131434.100a,2004-07-27,101,11672,Other
7015,90104606.100a,2004-07-27,4379,206052,Other
7016,90163444.100b,2004-07-27,816,12035,Theft
7017,90104224.10a,2004-07-27,862,1202160,TPL
7018,90156018.100a,2004-07-27,897,12736,TPL
7019,90189500.100a,2004-07-27,6780,1205707,TPL
7020,90135262.100b,2004-07-27,1223,204664,TPL
7021,90187795.100a,2004-07-27,48,208871,TPL
7022,90149065.100c,2004-07-27,1956,10936,TPL
7023,90189147.100a,2004-07-27,1830,1208175,TPL
7024,90103478.10b,2004-07-27,135,1204819,Windscreen
7025,90109725.100a,2004-07-27,184,1201778,Windscreen
7026,90141476.100a,2004-07-27,501,205508,Windscreen
7027,90141268.100a,2004-07-27,88,208293,Windscreen
7028,90104186.100a,2004-07-27,75,202369,Windscreen
7029,90113790.101b,2004-07-27,471,12365,Windscreen
7030,90183973.101a,2004-07-27,910,202675,Windscreen
7031,90146308.100a,2004-07-27,214,8587,Windscreen
7032,90172191.100a,2004-07-27,366,1208253,Windscreen
7033,90155868.100a,2004-07-27,142,12769,Windscreen
7034,1003380.100a,2004-07-27,510,1209521,Windscreen
7035,90158420.101a,2004-07-28,887,205378,Damage
7036,90194552.100b,2004-07-28,0,202825,Other
7037,90140562.100a,2004-07-28,637,13508,Theft
7038,90113745.101a,2004-07-28,897,206476,TPL
7039,90131970.100a,2004-07-28,1950,1201389,TPL
7040,90194000.100a,2004-07-28,283,200314,TPL
7041,90106255.101c,2004-07-28,48,203205,TPL
7042,90104983.102a,2004-07-28,81,201105,TPL
7043,90170771.100a,2004-07-28,224,206080,TPL
7044,90187831.100b,2004-07-28,608,1203033,TPL
7045,90106309.101a,2004-07-28,293,1210203,Windscreen
7046,90109143.103a,2004-07-28,316,207181,Windscreen
7047,90148407.100a,2004-07-28,280,203383,Windscreen
7048,90127972.101a,2004-07-29,2130,201754,Damage
7049,90180682.100b,2004-07-29,1095,8044,Fire
7050,90148125.100a,2004-07-29,16,209109,Theft
7051,90138966.100a,2004-07-29,788,11995,Theft
7052,90100040.100a,2004-07-29,4259,201078,TPL
7053,90145765.100a,2004-07-29,915,1210221,TPL
7054,90124876.102a,2004-07-29,184,7291,TPL
7055,90144799.102a,2004-07-29,3084,209560,TPL
7056,90148489.103a,2004-07-29,64,205209,TPL
7057,90173980.100a,2004-07-29,680,202725,TPL
7058,90149628.100b,2004-07-29,897,11326,TPL
7059,90172660.100a,2004-07-29,1830,1209569,TPL
7060,1003287.100a,2004-07-29,716,10004,TPL
7061,90152942.100b,2004-07-29,334,9735,TPL
7062,90150396.100a,2004-07-29,480,205838,TPL
7063,90150043.100a,2004-07-29,203,1202537,Windscreen
7064,90109180.101a,2004-07-29,106,204605,Windscreen
7065,90134403.100b,2004-07-29,379,1205896,Windscreen
7066,70203313.101a,2004-07-29,350,1209333,Windscreen
7067,90149110.101c,2004-07-29,121,11531,Windscreen
7068,90181682.100a,2004-07-29,133,205872,Windscreen
7069,90159189.100b,2004-07-29,366,1208253,Windscreen
7070,90132784.100a,2004-07-29,349,13601,Windscreen
7071,90157709.100a,2004-07-30,2832,1204682,Damage
7072,90106308.101c,2004-07-30,3294,203238,Damage
7073,90140132.100a,2004-07-30,908,8178,Damage
7074,90151015.100b,2004-07-30,87,1208804,Fire
7075,90125793.101a,2004-07-30,2858,1202964,Other
7076,90189033.101c,2004-07-30,1072,1203233,Other
7077,60100422.10b,2004-07-30,619,203217,Theft
7078,90131335.100a,2004-07-30,3030,1207394,Theft
7079,90134672.100a,2004-07-30,1240,1205931,Theft
7080,90140620.100a,2004-07-30,1121,13711,TPL
